Distanța (km),Nivel trafic,Ora livrării,Ziua săptămânii,Tip vehicul,Grad de încărcare,Durata estimată (min)
13.34,3.0,14.62,Sâmbătă,Camion,0.92,27
10.13,2.0,21.97,Joi,Dubiță,0.59,10
3.35,4.0,17.42,Sâmbătă,Scuter,0.55,14
17.45,2.0,11.63,Vineri,Scuter,0.36,46
13.88,3.0,20.15,Joi,Scuter,0.37,47
48.34,,18.73,Duminică,Scuter,0.82,168
28.11,2.0,7.23,Marți,Scuter,0.5,83
17.69,4.0,19.25,Sâmbătă,Bicicletă,0.25,149
29.23,5.0,11.51,Sâmbătă,Bicicletă,0.19,369
7.39,5.0,9.25,Joi,Camion,0.53,41
22.48,4.0,10.39,Sâmbătă,Bicicletă,0.52,192
31.5,3.0,14.03,Vineri,Scuter,0.69,107
24.7,2.0,13.37,Joi,Scuter,0.52,76
20.39,2.0,11.33,Joi,Scuter,0.23,49
49.7,3.0,9.58,Miercuri,Camion,0.56,121
44.08,3.0,18.43,Duminică,Camion,0.92,118
31.36,5.0,21.85,Duminică,Dubiță,0.24,129
28.68,3.0,18.67,Miercuri,Bicicletă,0.72,193
31.22,3.0,11.44,Vineri,Bicicletă,0.63,209
10.46,3.0,10.67,Marți,Dubiță,0.77,31
20.06,4.0,10.26,Sâmbătă,Dubiță,0.24,55
2.45,4.0,9.05,Luni,Bicicletă,0.95,17
24.04,4.0,15.27,Sâmbătă,Scuter,0.66,101
27.38,3.0,16.08,Luni,Bicicletă,0.86,204
11.77,4.0,17.58,Duminică,Scuter,0.32,49
48.22,1.0,17.2,Vineri,Camion,0.77,86
45.52,5.0,11.38,Marți,Bicicletă,0.8,630
36.25,3.0,11.95,Marți,Bicicletă,0.46,239
26.9,3.0,17.22,Marți,Camion,0.45,73
43.56,3.0,12.24,Miercuri,Camion,0.69,108
6.97,4.0,10.19,Vineri,Camion,0.18,24
39.63,1.0,12.62,Luni,Camion,0.76,61
6.68,5.0,11.08,Marți,Camion,0.14,41
39.81,3.0,8.32,Vineri,Dubiță,0.27,85
14.15,3.0,19.45,Sâmbătă,Dubiță,0.7,30
43.92,2.0,19.8,Luni,Camion,0.19,81
47.23,3.0,10.3,Duminică,Camion,0.97,124
7.87,3.0,7.97,Miercuri,Camion,0.88,19
23.4,3.0,18.08,Joi,Camion,0.66,47
49.06,4.0,10.17,Luni,Scuter,0.84,229
24.43,3.0,12.9,Duminică,Scuter,0.9,86
43.25,5.0,7.96,Duminică,Camion,0.33,210
29.64,3.0,10.39,Duminică,Camion,0.86,76
19.08,4.0,18.89,Sâmbătă,Bicicletă,0.28,157
14.65,2.0,19.07,Luni,Camion,0.47,29
10.56,3.0,10.11,Luni,Camion,0.6,19
38.21,3.0,12.04,Joi,Dubiță,0.74,88
19.63,3.0,9.01,Marți,Scuter,0.13,51
25.81,5.0,8.11,Sâmbătă,Camion,0.36,130
24.87,1.0,21.88,Duminică,Scuter,0.65,60
29.08,1.0,16.83,Joi,Scuter,0.42,58
43.35,5.0,15.13,Luni,Bicicletă,0.8,607
49.05,2.0,18.48,Sâmbătă,Scuter,0.69,135
20.68,4.0,19.6,Miercuri,Scuter,0.31,83
41.46,3.0,19.1,Luni,Camion,0.23,87
38.34,4.0,7.25,Miercuri,Dubiță,0.67,118
28.89,2.0,9.8,Vineri,Camion,0.51,53
47.82,2.0,16.82,Miercuri,Camion,0.25,96
10.42,3.0,12.64,Luni,Dubiță,0.39,23
5.91,5.0,21.74,Joi,Dubiță,0.37,22
42.77,3.0,16.98,Luni,Bicicletă,0.2,276
22.24,3.0,21.35,Luni,Dubiță,0.59,53
42.42,,10.02,Vineri,Camion,0.79,129
44.71,5.0,19.96,Duminică,Dubiță,0.62,199
3.59,4.0,11.82,Marți,Dubiță,0.84,5
44.23,5.0,21.84,Luni,Dubiță,0.21,180
22.69,1.0,9.37,Vineri,Scuter,0.49,49
25.77,2.0,14.75,Joi,Bicicletă,0.65,142
31.52,4.0,18.89,Vineri,Scuter,0.71,145
46.36,4.0,13.49,Vineri,Scuter,0.73,218
1.45,2.0,14.02,Miercuri,Bicicletă,0.76,11
24.1,2.0,21.8,Marți,Scuter,0.69,69
34.54,4.0,13.38,Marți,Dubiță,0.18,96
36.27,1.0,16.06,Sâmbătă,Bicicletă,0.73,173
34.78,3.0,7.82,Duminică,Scuter,0.75,118
7.15,3.0,19.63,Joi,Camion,0.99,18
15.32,3.0,16.72,Sâmbătă,Scuter,0.72,43
18.26,4.0,13.06,Duminică,Camion,0.72,68
40.32,3.0,7.24,Duminică,Dubiță,0.56,89
14.3,4.0,15.88,Vineri,Camion,0.88,65
10.93,,7.19,Joi,Scuter,1.0,37
47.89,3.0,7.02,Duminică,Scuter,0.8,167
0.94,,16.24,Joi,Scuter,0.65,7
49.89,2.0,9.84,Marți,Bicicletă,0.17,242
34.0,1.0,9.88,Marți,Bicicletă,0.75,158
41.51,2.0,16.8,Marți,Scuter,0.74,115
15.08,2.0,7.81,Luni,Scuter,0.8,40
1.21,3.0,11.7,Vineri,Dubiță,0.21,8
37.02,4.0,9.24,Joi,Bicicletă,0.69,333
41.79,4.0,15.7,Vineri,Bicicletă,0.37,360
37.15,4.0,16.93,Duminică,Bicicletă,0.78,351
7.57,3.0,17.82,Joi,Camion,0.32,15
37.79,3.0,10.83,Joi,Scuter,0.72,128
38.56,3.0,8.34,Sâmbătă,Dubiță,0.37,95
33.1,2.0,8.18,Joi,Dubiță,0.11,56
38.42,1.0,13.39,Joi,Scuter,0.67,85
42.37,3.0,21.19,Miercuri,Scuter,0.2,136
30.87,5.0,10.27,Miercuri,Dubiță,0.69,138
4.89,2.0,10.85,Sâmbătă,Camion,0.93,5
24.64,1.0,8.51,Luni,Dubiță,0.97,46
4.34,4.0,16.08,Marți,Camion,0.31,8
20.67,2.0,17.2,Duminică,Camion,0.83,56
20.65,4.0,16.64,Duminică,Bicicletă,0.42,177
3.77,4.0,19.92,Joi,Scuter,0.91,28
17.77,5.0,14.3,Vineri,Bicicletă,0.81,241
5.99,3.0,9.02,Duminică,Camion,0.17,19
40.51,4.0,11.34,Miercuri,Dubiță,0.47,121
47.41,3.0,16.94,Marți,Bicicletă,0.4,311
4.08,4.0,16.2,Luni,Dubiță,0.81,17
47.78,3.0,14.97,Marți,Camion,0.47,115
26.37,2.0,17.24,Joi,Dubiță,0.72,42
15.33,3.0,16.56,Marți,Bicicletă,0.64,103
4.3,3.0,20.22,Joi,Camion,0.98,13
25.28,4.0,15.79,Sâmbătă,Scuter,0.94,118
39.83,,18.68,Miercuri,Bicicletă,0.48,351
35.5,4.0,10.73,Miercuri,Bicicletă,0.75,328
2.99,2.0,17.17,Joi,Scuter,0.85,5
4.11,4.0,20.53,Vineri,Camion,0.91,17
20.44,3.0,12.79,Miercuri,Scuter,0.16,62
15.12,5.0,18.69,Vineri,Bicicletă,0.37,191
12.0,5.0,17.87,Joi,Camion,0.39,62
14.41,1.0,7.89,Sâmbătă,Dubiță,0.49,17
40.27,4.0,15.72,Joi,Bicicletă,0.25,336
46.5,1.0,8.95,Sâmbătă,Dubiță,0.55,69
20.55,3.0,21.51,Duminică,Scuter,0.7,77
45.35,3.0,19.17,Miercuri,Camion,0.55,114
16.41,2.0,8.65,Vineri,Scuter,0.7,48
24.08,4.0,8.83,Joi,Dubiță,0.16,65
11.69,1.0,15.92,Duminică,Bicicletă,0.89,55
32.2,2.0,12.17,Miercuri,Camion,0.95,69
48.96,3.0,7.52,Duminică,Scuter,0.66,168
30.37,4.0,15.12,Sâmbătă,Dubiță,0.89,94
18.21,5.0,12.82,Joi,Dubiță,0.22,83
32.57,4.0,8.52,Duminică,Bicicletă,0.82,301
6.58,4.0,19.03,Duminică,Dubiță,0.21,10
44.49,3.0,20.73,Sâmbătă,Camion,0.47,123
25.4,1.0,18.35,Marți,Dubiță,0.39,35
22.74,2.0,19.34,Sâmbătă,Bicicletă,0.63,129
29.5,3.0,10.25,Marți,Scuter,0.37,102
31.43,4.0,10.95,Miercuri,Camion,0.67,112
4.05,3.0,10.13,Joi,Scuter,0.43,12
34.29,,18.48,Duminică,Scuter,0.87,162
12.48,3.0,21.22,Miercuri,Dubiță,0.67,22
35.84,1.0,17.75,Luni,Dubiță,0.29,61
41.22,2.0,20.22,Sâmbătă,Bicicletă,0.4,209
40.3,4.0,16.58,Miercuri,Dubiță,0.86,125
27.85,4.0,12.81,Miercuri,Dubiță,0.45,81
26.25,5.0,13.39,Duminică,Scuter,0.58,175
7.57,2.0,8.13,Marți,Camion,0.68,12
38.88,5.0,7.47,Sâmbătă,Dubiță,0.41,175
13.93,2.0,17.43,Marți,Camion,0.36,32
25.09,1.0,13.58,Joi,Dubiță,0.53,39
14.57,5.0,15.28,Miercuri,Dubiță,0.29,60
7.12,2.0,15.36,Sâmbătă,Bicicletă,0.36,42
31.66,4.0,11.16,Miercuri,Dubiță,0.16,85
3.19,2.0,14.14,Joi,Bicicletă,0.37,24
37.56,3.0,14.06,Vineri,Scuter,0.39,122
16.22,5.0,12.83,Joi,Camion,0.97,93
0.51,3.0,19.31,Marți,Dubiță,0.63,5
25.8,,13.77,Marți,Bicicletă,0.81,240
2.82,2.0,16.05,Miercuri,Scuter,0.14,13
14.17,4.0,20.43,Marți,Dubiță,0.2,50
35.5,3.0,19.99,Sâmbătă,Bicicletă,0.83,256
3.6,2.0,20.36,Joi,Bicicletă,0.66,24
42.05,3.0,11.05,Miercuri,Scuter,0.27,136
0.69,2.0,7.52,Joi,Dubiță,0.46,5
12.72,5.0,10.92,Joi,Dubiță,0.58,58
37.17,3.0,11.18,Miercuri,Camion,0.86,93
16.16,2.0,20.64,Duminică,Dubiță,0.15,29
5.54,3.0,16.74,Vineri,Bicicletă,0.64,40
18.33,3.0,8.23,Duminică,Camion,0.75,38
13.88,4.0,9.03,Marți,Camion,0.98,50
42.21,5.0,9.34,Luni,Dubiță,0.83,199
16.01,3.0,16.46,Duminică,Camion,0.35,38
39.55,5.0,18.03,Luni,Bicicletă,0.74,547
44.65,3.0,19.89,Luni,Bicicletă,0.79,304
21.97,2.0,21.11,Marți,Scuter,0.76,57
45.54,4.0,10.03,Vineri,Bicicletă,0.84,431
19.18,3.0,11.65,Joi,Scuter,0.91,68
48.22,4.0,10.6,Miercuri,Camion,0.19,152
4.92,5.0,12.38,Vineri,Scuter,0.19,28
34.51,3.0,20.72,Luni,Dubiță,0.82,80
24.94,5.0,15.63,Sâmbătă,Scuter,0.33,148
19.69,4.0,18.07,Marți,Dubiță,0.15,58
31.82,3.0,14.35,Duminică,Camion,0.46,87
35.34,4.0,7.43,Marți,Scuter,0.84,160
0.72,3.0,7.96,Duminică,Bicicletă,0.21,5
8.76,5.0,15.07,Miercuri,Dubiță,0.7,42
35.8,4.0,17.78,Sâmbătă,Camion,0.1,117
33.49,1.0,10.23,Joi,Bicicletă,0.2,139
48.32,3.0,17.83,Vineri,Dubiță,0.42,99
38.17,4.0,19.16,Sâmbătă,Camion,0.18,118
47.56,,13.18,Vineri,Camion,0.86,78
35.28,1.0,18.2,Vineri,Bicicletă,0.88,163
15.25,3.0,13.06,Joi,Camion,0.78,38
5.72,3.0,17.18,Joi,Scuter,0.32,14
39.2,3.0,18.46,Duminică,Camion,0.57,94
32.39,2.0,21.88,Joi,Dubiță,0.27,55
2.89,2.0,12.18,Miercuri,Dubiță,0.35,6
18.32,,13.17,Marți,Dubiță,0.56,47
47.86,3.0,9.48,Luni,Scuter,0.76,167
25.27,2.0,10.06,Joi,Bicicletă,0.19,124
21.92,3.0,17.4,Marți,Scuter,0.37,74
23.16,,20.76,Duminică,Scuter,0.93,86
10.84,1.0,12.92,Joi,Scuter,0.49,21
18.75,2.0,9.7,Luni,Camion,0.94,43
18.81,1.0,11.28,Sâmbătă,Bicicletă,0.99,86
3.09,4.0,13.83,Joi,Camion,0.57,17
38.49,4.0,11.36,Marți,Scuter,0.36,161
21.12,4.0,10.5,Duminică,Dubiță,0.81,67
41.2,4.0,18.04,Duminică,Scuter,0.24,172
42.59,4.0,7.12,Miercuri,Bicicletă,0.33,358
10.99,3.0,15.09,Duminică,Dubiță,0.81,30
33.04,4.0,18.91,Sâmbătă,Bicicletă,0.49,287
23.88,1.0,10.99,Duminică,Scuter,0.28,42
44.07,4.0,16.05,Duminică,Bicicletă,0.69,387
11.18,4.0,17.03,Sâmbătă,Camion,0.76,34
34.05,3.0,16.83,Sâmbătă,Dubiță,0.21,78
30.58,3.0,13.69,Luni,Bicicletă,0.35,203
15.12,2.0,12.2,Marți,Dubiță,0.3,22
7.26,4.0,19.54,Vineri,Dubiță,0.44,19
32.76,4.0,18.38,Duminică,Scuter,0.79,149
37.06,5.0,11.82,Vineri,Scuter,0.74,249
16.12,3.0,8.55,Vineri,Dubiță,0.7,32
32.42,4.0,8.08,Miercuri,Bicicletă,0.11,270
20.06,3.0,8.41,Joi,Dubiță,0.23,44
35.8,5.0,15.74,Duminică,Scuter,0.3,229
10.36,3.0,7.77,Joi,Bicicletă,0.34,60
44.57,3.0,12.05,Joi,Dubiță,0.23,94
14.73,3.0,18.3,Miercuri,Scuter,0.47,37
18.71,4.0,11.42,Vineri,Dubiță,0.17,56
3.38,5.0,18.45,Sâmbătă,Dubiță,0.78,17
6.02,1.0,18.18,Joi,Dubiță,0.81,5
26.04,1.0,10.69,Sâmbătă,Bicicletă,0.62,125
13.75,5.0,17.93,Sâmbătă,Scuter,0.18,76
41.86,3.0,18.22,Miercuri,Scuter,0.9,151
1.23,4.0,12.96,Miercuri,Camion,0.97,7
19.27,3.0,10.16,Marți,Dubiță,0.28,34
17.2,1.0,14.82,Duminică,Dubiță,0.73,26
1.46,4.0,20.82,Joi,Camion,0.86,5
6.66,4.0,16.59,Vineri,Dubiță,0.59,6
20.98,3.0,9.59,Luni,Bicicletă,0.39,130
24.9,3.0,17.24,Miercuri,Camion,0.53,59
20.51,4.0,13.41,Sâmbătă,Scuter,0.56,94
26.78,1.0,15.87,Marți,Dubiță,0.46,39
29.96,5.0,18.01,Luni,Scuter,0.94,214
0.99,2.0,14.72,Miercuri,Dubiță,0.77,5
23.47,3.0,19.21,Marți,Camion,0.32,54
48.19,5.0,17.83,Sâmbătă,Scuter,0.63,321
26.19,4.0,16.23,Joi,Dubiță,0.72,74
34.04,3.0,9.26,Duminică,Bicicletă,0.23,211
15.94,4.0,19.54,Duminică,Camion,0.42,52
38.81,3.0,21.04,Marți,Dubiță,0.91,89
38.76,2.0,9.05,Miercuri,Dubiță,0.61,68
26.3,5.0,14.32,Duminică,Dubiță,0.3,115
48.81,4.0,10.88,Duminică,Camion,0.21,150
6.71,4.0,18.32,Joi,Dubiță,0.57,13
1.34,3.0,17.82,Sâmbătă,Dubiță,0.59,6
38.62,1.0,9.11,Vineri,Scuter,0.4,85
40.45,1.0,20.16,Duminică,Scuter,0.67,93
6.45,3.0,9.71,Marți,Camion,0.16,18
13.65,4.0,18.96,Luni,Camion,0.23,45
1.37,3.0,13.85,Sâmbătă,Bicicletă,0.59,9
15.02,4.0,11.92,Joi,Dubiță,0.16,53
38.77,1.0,9.37,Sâmbătă,Scuter,0.89,85
26.14,3.0,9.51,Joi,Scuter,0.23,79
17.73,2.0,16.93,Sâmbătă,Dubiță,0.71,37
18.9,3.0,15.26,Vineri,Dubiță,0.45,42
0.57,1.0,8.83,Marți,Camion,0.46,5
15.34,5.0,8.69,Luni,Bicicletă,0.79,214
32.5,2.0,8.08,Duminică,Bicicletă,0.55,180
48.72,5.0,18.16,Vineri,Camion,0.75,247
42.43,3.0,17.68,Marți,Camion,0.55,113
1.67,5.0,7.88,Luni,Scuter,0.63,17
44.98,3.0,15.4,Sâmbătă,Camion,0.78,111
39.27,5.0,8.27,Duminică,Bicicletă,0.65,536
39.13,,20.56,Luni,Scuter,0.65,88
23.17,4.0,20.61,Miercuri,Bicicletă,0.81,212
20.2,,17.47,Luni,Dubiță,0.95,87
15.49,2.0,20.89,Marți,Bicicletă,0.44,76
3.75,1.0,19.17,Vineri,Scuter,0.62,12
11.8,3.0,19.43,Duminică,Bicicletă,0.18,77
12.71,5.0,15.55,Vineri,Scuter,0.42,82
150.0,3.0,11.59,Duminică,Scuter,0.47,84
37.5,,10.27,Miercuri,Camion,0.85,103
23.95,2.0,11.91,Marți,Bicicletă,0.56,129
3.36,1.0,16.43,Luni,Camion,0.76,5
47.91,4.0,9.59,Miercuri,Camion,0.12,149
47.16,1.0,10.88,Sâmbătă,Bicicletă,0.52,211
39.37,4.0,14.02,Joi,Scuter,0.91,190
49.57,5.0,10.5,Sâmbătă,Dubiță,0.3,215
27.45,2.0,15.83,Marți,Bicicletă,0.13,128
48.16,4.0,20.85,Miercuri,Camion,0.49,156
4.24,1.0,18.22,Vineri,Camion,0.73,5
18.6,4.0,17.0,Miercuri,Scuter,0.51,86
11.66,2.0,15.74,Joi,Camion,0.51,22
10.19,4.0,14.32,Marți,Dubiță,0.7,33
7.47,3.0,9.8,Miercuri,Camion,0.33,11
31.31,3.0,20.42,Duminică,Scuter,0.78,116
39.18,3.0,10.73,Sâmbătă,Bicicletă,0.24,240
29.13,2.0,8.37,Luni,Scuter,0.46,80
7.77,4.0,18.25,Sâmbătă,Camion,0.69,27
40.65,3.0,9.63,Marți,Scuter,0.85,142
31.98,4.0,12.58,Miercuri,Camion,0.81,110
19.71,2.0,7.42,Sâmbătă,Scuter,0.75,51
33.87,4.0,9.06,Miercuri,Bicicletă,0.42,300
13.37,2.0,9.6,Sâmbătă,Camion,0.21,25
17.59,3.0,7.82,Marți,Dubiță,0.3,31
45.92,2.0,16.85,Vineri,Dubiță,0.88,84
14.88,4.0,19.56,Sâmbătă,Dubiță,0.87,47
23.76,2.0,12.6,Luni,Dubiță,0.96,50
44.56,5.0,20.12,Sâmbătă,Camion,0.17,204
35.53,,10.2,Marți,Camion,0.58,176
3.58,2.0,11.88,Sâmbătă,Bicicletă,0.68,20
7.79,4.0,9.26,Luni,Scuter,0.74,40
0.89,1.0,16.31,Duminică,Camion,0.68,5
31.73,3.0,13.3,Luni,Dubiță,0.79,76
22.66,4.0,16.2,Marți,Camion,0.42,71
7.15,4.0,18.43,Miercuri,Dubiță,0.26,18
47.92,4.0,15.19,Sâmbătă,Bicicletă,0.28,415
26.72,2.0,16.41,Vineri,Scuter,0.11,65
12.47,3.0,21.03,Luni,Camion,0.42,34
25.28,2.0,11.49,Duminică,Scuter,0.18,66
34.14,4.0,12.39,Luni,Dubiță,0.39,92
4.27,3.0,17.77,Sâmbătă,Dubiță,0.67,5
14.1,4.0,16.17,Miercuri,Scuter,0.91,71
40.44,2.0,9.68,Sâmbătă,Bicicletă,0.86,222
23.25,3.0,12.64,Duminică,Scuter,0.33,66
27.56,3.0,14.02,Duminică,Scuter,0.22,91
21.92,1.0,13.29,Marți,Camion,0.27,30
2.67,,9.67,Vineri,Camion,0.97,5
8.7,4.0,20.87,Sâmbătă,Dubiță,0.59,36
22.55,5.0,18.43,Luni,Camion,0.26,98
10.85,3.0,14.22,Luni,Bicicletă,0.86,70
2.97,3.0,17.2,Marți,Bicicletă,0.46,17
42.26,1.0,20.46,Miercuri,Bicicletă,0.91,199
49.07,5.0,9.04,Sâmbătă,Dubiță,0.33,205
39.76,1.0,10.76,Joi,Bicicletă,0.45,168
42.76,5.0,15.14,Miercuri,Bicicletă,0.55,577
12.48,3.0,18.99,Luni,Camion,0.9,34
48.05,3.0,7.54,Duminică,Dubiță,0.88,116
10.25,5.0,21.76,Sâmbătă,Scuter,0.62,68
47.6,1.0,13.82,Duminică,Bicicletă,0.3,203
49.74,3.0,12.39,Luni,Camion,0.46,127
35.73,,11.39,Vineri,Scuter,0.98,123
49.07,2.0,9.62,Miercuri,Bicicletă,0.65,267
28.69,3.0,18.87,Joi,Scuter,0.8,103
13.35,4.0,21.33,Vineri,Scuter,0.5,66
22.13,4.0,13.2,Joi,Dubiță,0.58,76
29.88,1.0,21.29,Vineri,Dubiță,0.49,44
4.12,5.0,19.36,Miercuri,Bicicletă,0.73,62
31.31,2.0,14.22,Luni,Bicicletă,0.87,163
49.07,2.0,17.11,Joi,Dubiță,0.56,95
9.91,2.0,13.52,Miercuri,Bicicletă,0.53,49
39.73,1.0,15.38,Joi,Bicicletă,0.41,171
45.44,2.0,7.87,Miercuri,Dubiță,0.26,79
47.21,,17.44,Vineri,Scuter,0.95,336
48.03,3.0,7.79,Miercuri,Bicicletă,0.38,311
26.31,2.0,19.26,Vineri,Camion,0.82,63
48.88,2.0,19.37,Luni,Dubiță,0.74,88
37.99,4.0,10.56,Vineri,Bicicletă,0.81,348
8.5,5.0,11.85,Marți,Bicicletă,0.94,130
24.11,2.0,14.22,Luni,Dubiță,0.66,46
36.06,,15.95,Duminică,Camion,0.91,74
12.74,2.0,11.31,Duminică,Camion,0.25,28
32.21,1.0,15.89,Duminică,Dubiță,0.66,42
33.5,2.0,11.47,Sâmbătă,Camion,0.8,73
8.55,3.0,7.83,Sâmbătă,Bicicletă,0.34,50
28.47,2.0,7.04,Miercuri,Camion,0.77,59
38.7,3.0,8.52,Miercuri,Bicicletă,0.8,269
25.2,2.0,18.88,Marți,Scuter,0.85,63
1.1,5.0,21.42,Miercuri,Camion,0.38,5
0.95,5.0,13.4,Luni,Scuter,0.71,18
18.17,3.0,14.69,Luni,Dubiță,0.37,40
46.35,3.0,9.2,Duminică,Camion,0.77,119
11.82,3.0,15.27,Vineri,Bicicletă,0.52,87
31.9,3.0,9.17,Joi,Camion,0.64,79
11.49,4.0,16.17,Miercuri,Dubiță,0.47,33
16.42,,21.0,Marți,Dubiță,0.25,39
42.48,5.0,9.94,Duminică,Bicicletă,0.26,534
36.58,5.0,18.47,Sâmbătă,Camion,0.17,166
5.22,3.0,7.35,Luni,Scuter,0.66,6
21.72,3.0,12.63,Luni,Dubiță,0.86,46
1.94,1.0,8.66,Luni,Dubiță,0.12,5
24.3,2.0,12.29,Joi,Bicicletă,0.16,121
33.29,3.0,9.6,Joi,Camion,0.51,79
6.37,2.0,12.6,Miercuri,Scuter,0.76,28
14.8,5.0,13.26,Sâmbătă,Camion,0.24,65
20.19,2.0,11.51,Marți,Camion,0.34,46
46.02,3.0,16.85,Joi,Scuter,0.31,148
49.67,4.0,20.78,Vineri,Bicicletă,0.46,438
2.72,4.0,13.01,Joi,Dubiță,0.3,11
38.17,3.0,9.89,Luni,Bicicletă,0.42,237
18.9,5.0,11.06,Marți,Bicicletă,0.76,261
19.93,3.0,19.81,Miercuri,Camion,0.65,49
37.84,3.0,15.57,Joi,Scuter,0.17,112
45.96,1.0,13.83,Luni,Dubiță,0.67,72
47.57,3.0,9.24,Duminică,Camion,0.53,127
29.07,4.0,13.75,Vineri,Dubiță,0.94,79
18.18,4.0,11.18,Vineri,Camion,0.36,56
39.48,4.0,21.15,Duminică,Scuter,0.75,175
12.92,3.0,20.26,Miercuri,Dubiță,0.76,30
28.42,,8.26,Miercuri,Dubiță,0.3,47
18.25,1.0,14.75,Joi,Bicicletă,0.91,83
33.0,3.0,10.38,Miercuri,Camion,0.54,86
12.4,4.0,13.16,Sâmbătă,Camion,0.71,51
9.98,4.0,20.15,Sâmbătă,Camion,0.23,45
45.95,2.0,14.91,Luni,Bicicletă,0.33,231
5.54,3.0,12.01,Luni,Bicicletă,0.63,28
25.54,3.0,10.12,Luni,Dubiță,0.39,58
11.43,3.0,19.0,Sâmbătă,Camion,0.55,37
2.43,2.0,16.37,Joi,Camion,0.44,9
2.28,2.0,14.02,Joi,Dubiță,0.68,12
9.17,2.0,10.26,Miercuri,Dubiță,0.54,15
43.41,1.0,12.01,Joi,Dubiță,0.1,56
14.48,2.0,21.4,Luni,Scuter,0.68,40
47.55,1.0,14.8,Marți,Scuter,0.48,103
29.29,4.0,13.01,Luni,Dubiță,0.41,88
22.11,3.0,14.82,Sâmbătă,Bicicletă,0.18,142
29.21,5.0,18.68,Duminică,Bicicletă,0.3,377
26.08,2.0,12.1,Marți,Camion,0.3,52
38.06,3.0,9.68,Miercuri,Scuter,0.94,137
14.48,3.0,15.77,Vineri,Scuter,0.49,52
17.98,1.0,16.98,Duminică,Dubiță,0.14,15
44.76,4.0,17.69,Joi,Dubiță,0.22,126
47.35,1.0,20.23,Joi,Dubiță,0.17,66
44.68,5.0,12.57,Sâmbătă,Dubiță,0.63,202
21.26,5.0,8.13,Luni,Dubiță,0.27,89
39.13,3.0,21.38,Luni,Bicicletă,0.55,263
24.08,3.0,13.53,Marți,Bicicletă,0.43,154
25.13,4.0,16.35,Joi,Dubiță,0.82,84
10.63,3.0,16.99,Duminică,Bicicletă,0.39,71
29.76,4.0,15.2,Sâmbătă,Dubiță,0.51,88
9.71,1.0,10.08,Duminică,Dubiță,0.75,11
16.91,1.0,18.33,Miercuri,Scuter,0.49,41
42.82,,19.06,Luni,Bicicletă,0.81,300
10.75,3.0,15.29,Duminică,Bicicletă,0.7,70
4.02,5.0,14.33,Joi,Scuter,0.47,26
3.92,2.0,8.71,Vineri,Bicicletă,0.55,24
47.07,4.0,8.26,Sâmbătă,Scuter,0.97,228
25.59,2.0,12.09,Marți,Camion,0.7,55
20.77,3.0,11.66,Luni,Bicicletă,0.91,148
40.64,3.0,21.3,Luni,Dubiță,0.26,91
41.87,3.0,18.75,Miercuri,Scuter,0.53,145
16.94,2.0,16.9,Luni,Dubiță,0.92,36
34.83,,14.76,Sâmbătă,Dubiță,0.39,72
38.67,4.0,9.51,Joi,Bicicletă,0.97,364
32.91,3.0,21.68,Joi,Scuter,0.19,100
8.0,3.0,12.63,Joi,Camion,0.91,31
43.86,,8.6,Vineri,Dubiță,0.5,130
27.19,4.0,14.41,Vineri,Dubiță,0.17,86
14.48,,20.11,Luni,Camion,0.89,38
21.55,2.0,20.31,Duminică,Scuter,0.33,54
2.36,5.0,7.16,Vineri,Bicicletă,0.12,29
6.83,,20.29,Duminică,Dubiță,0.22,14
38.39,2.0,11.07,Duminică,Bicicletă,0.69,206
0.5,2.0,7.58,Vineri,Scuter,0.98,5
21.12,4.0,19.72,Miercuri,Camion,0.2,68
26.36,1.0,19.96,Vineri,Bicicletă,0.52,122
3.2,,15.94,Marți,Scuter,0.26,32
48.67,2.0,15.62,Marți,Bicicletă,0.77,267
11.69,4.0,19.2,Duminică,Bicicletă,0.21,96
15.56,3.0,18.79,Marți,Dubiță,0.32,29
15.55,3.0,20.35,Luni,Bicicletă,0.28,104
11.91,5.0,15.29,Joi,Dubiță,0.6,57
0.57,,21.51,Miercuri,Scuter,0.89,5
36.6,3.0,21.94,Luni,Scuter,0.56,118
48.36,1.0,8.75,Joi,Dubiță,0.15,71
11.6,1.0,19.74,Miercuri,Camion,0.61,21
33.32,2.0,14.5,Duminică,Bicicletă,0.82,190
37.22,4.0,12.81,Miercuri,Scuter,0.22,151
42.5,2.0,16.2,Miercuri,Scuter,0.17,96
21.42,2.0,7.84,Marți,Camion,0.27,36
15.5,3.0,14.6,Marți,Scuter,0.77,57
16.6,4.0,20.06,Marți,Dubiță,0.63,60
35.77,4.0,10.2,Miercuri,Camion,0.59,118
40.93,2.0,13.4,Sâmbătă,Scuter,0.32,116
9.49,1.0,21.09,Miercuri,Camion,0.4,20
18.86,5.0,13.43,Marți,Camion,0.97,94
45.15,2.0,12.38,Miercuri,Scuter,0.32,116
40.43,5.0,13.61,Marți,Scuter,0.91,291
49.25,5.0,14.79,Marți,Scuter,0.62,320
37.84,4.0,16.48,Marți,Camion,0.21,122
19.96,2.0,19.01,Duminică,Dubiță,0.52,41
29.74,4.0,13.78,Duminică,Dubiță,0.95,96
33.22,4.0,19.26,Sâmbătă,Bicicletă,0.48,291
4.38,3.0,15.01,Joi,Scuter,0.88,15
27.45,3.0,12.08,Miercuri,Dubiță,0.33,57
35.61,2.0,16.87,Luni,Bicicletă,0.61,186
